t1_name,t1_youth,t1_sptnum_formula,t1_ra_today_formula,t1_dec_today_formula,data_release,dateobs,dec,instrument,ra,specid,specprimary,spectype,telescope,dist_arcsec
SDSS J114251.67+640019.9,N,10,175.7153,64.0056,SDSS-DR16,"[""2001-05-28 00:00:00"",""2001-05-28 00:00:00""]",64.005579,SDSS,175.71532,672180420871219200,1,STAR,sloan25m,0.08192171243726239
2MASSW J1146345+223053,N,13,176.6441,22.5155,SDSS-DR16,"[""2006-05-21 00:00:00"",""2006-05-21 00:00:00""]",22.514754,SDSS,176.64385,2822804579442255872,1,STAR,sloan25m,2.811347426005938
SDSS J114804.26+025405.7,N,10,177.017,2.9008,SDSS-DR16,"[""2001-03-26 00:00:00"",""2001-03-26 00:00:00""]",2.9015757,SDSS,177.01774,578874488658094080,1,STAR,sloan25m,3.8570563309680383
SDSS J114912.31-015300.6,N,9,177.3004,-1.8836,DESI-DR1,"[""2021-12-13 13:16:22.974"",""2021-12-13 13:16:22.974""]",-1.883591507921036,DESI,177.300607326512,39627739384251698,1,STAR,kp4m,0.7465983309070953
SDSS J115013.17+052012.3,N,15.5,177.5536,5.3356,DESI-DR1,"[""2022-03-24 06:47:52.545"",""2022-03-24 06:47:52.545""]",5.335685460824897,DESI,177.5537669208353,39627914441917357,1,GALAXY,kp4m,0.6727781324803485
SDSS J115250.06+643252.5,N,12,178.2082,64.5478,DESI-DR1,"[""2022-03-15 05:34:59.395"",""2022-03-15 05:34:59.395""]",64.54785042500826,DESI,178.2083314219765,39633437946022919,1,GALAXY,kp4m,0.27257076620117104
2MASS J11533966+5032092,N,11,178.416,50.5361,BOSS-DR16,"[""2015-12-21 11:17:36"",""2015-12-21 11:17:36""]",50.536119,BOSS,178.4158600000001,-9187314528749858816,1,STAR,sloan25m,0.3275594039589171
LHS 2471,N,6.5,178.4713,6.9938,DESI-DR1,"[""2022-05-25 03:14:27.077"",""2022-05-26 03:15:39.908""]",6.9951095830739,DESI,178.4708443113155,2305843038263447450,1,STAR,kp4m,4.98776172124638
2MASS J11543399+0135545,N,9,178.6422,1.5983,DESI-DR1,"[""2022-03-08 07:48:59.629"",""2022-03-08 07:48:59.629""]",1.598329199165988,DESI,178.6420614972043,39627823962393081,1,STAR,kp4m,0.5093801775097535
SDSS J115435.31+623438.2,N,10,178.6453,62.5773,BOSS-DR16,"[""2014-01-04 12:12:05"",""2014-01-04 12:12:05""]",62.577095,BOSS,178.64631,8000857055555768320,1,STAR,sloan25m,1.8299814287514877
ULAS J115533.45-001329.8,N,23.8,178.8889,-0.225,DESI-EDR,"[""2021-05-06 04:56:02.444"",""2021-05-06 04:56:02.444""]",-0.2249,DESI,178.8894,933768483307521,1,GALAXY,kp4m,1.8356334213111465
ULAS J115718.02-013923.9,N,25,179.328,-1.6561,DESI-DR1,"[""2022-03-13 07:29:56.757"",""2022-03-13 07:47:52.818""]",-1.656,DESI,179.3273,2253146206240768,1,GALAXY,kp4m,2.5445424471867257
SDSS J115804.70+644720.4,N,10,179.5206,64.7891,BOSS-DR16,"[""2014-01-09 10:45:46"",""2014-01-09 10:45:46""]",64.788968,BOSS,179.52097,8007645440395988992,1,STAR,sloan25m,0.7400826015367039
2MASS J11582484+1354456,N,9,179.6029,13.9138,BOSS-DR16,"[""2012-03-22 06:59:17"",""2012-03-22 06:59:17""]",13.913368,BOSS,179.60316,6064332294541561856,1,STAR,sloan25m,1.801134933987776
DENIS-P J1159+0057,N,10,179.9105,0.9574,DESI-DR1,"[""2021-04-11 05:06:40.603"",""2021-04-11 05:06:40.603""]",0.9573996313017054,DESI,179.9104615061182,39627811903769782,1,GALAXY,kp4m,0.1385649856635495
SDSS J115940.72+540938.6,N,12,179.9186,54.1607,SDSS-DR16,"[""2003-01-31 00:00:00"",""2003-01-31 00:00:00""]",54.160725,SDSS,179.91972,1146243940442204160,1,STAR,sloan25m,2.3625060648318046
SDSS J115948.00+383016.3,N,10,179.9494,38.5045,BOSS-DR16,"[""2016-02-07 08:32:52"",""2016-02-07 08:32:52""]",38.50452,BOSS,179.95,-8492580684247576576,1,STAR,sloan25m,1.6918605072220585
SDSS J120020.66+340615.4,N,11,180.085,34.104,SDSS-DR16,"[""2005-04-08 00:00:00"",""2005-04-08 00:00:00""]",34.104302,SDSS,180.0861,2363426415505860608,1,STAR,sloan25m,3.45449994522929
2MASSW J1200329+204851,N,7,180.1363,20.8156,SDSS-DR16,"[""2008-01-06 00:00:00"",""2008-01-06 00:00:00""]",20.814646,SDSS,180.13689,2936462480827770880,1,STAR,sloan25m,3.966963539901364
SDSS J120250.00+420452.2,N,10,180.7068,42.0797,BOSS-DR16,"[""2016-05-05 04:18:43"",""2016-05-05 04:18:43""]",42.080387,BOSS,180.70727,-9009250817389867008,1,STAR,sloan25m,2.7737695420075656
SDSS J120252.65-022748.4,N,10,180.7195,-2.4633,SDSS-DR16,"[""2002-04-04 00:00:00"",""2002-04-04 00:00:00""]",-2.4634428,SDSS,180.71938,372703420341053440,1,STAR,sloan25m,0.6712357919447283
2MASSI J1204303+321259,N,10,181.127,32.2163,BOSS-DR16,"[""2018-12-15 12:02:45"",""2018-12-15 12:02:45""]",32.216433,BOSS,181.12689,-6878108919830130688,1,STAR,sloan25m,0.5843766053373949
SDSS J120602.51+281328.7,N,23,181.5107,28.2243,DESI-DR1,"[""2021-03-10 07:39:04.892"",""2021-03-19 07:18:47.935""]",28.22439574624513,DESI,181.5105924755993,39628443754694276,1,GALAXY,kp4m,0.48490564491899785
SDSS J120610.49+624257.2,N,11,181.543,62.7157,SDSS-DR16,"[""2002-03-09 00:00:00"",""2002-03-09 00:00:00""]",62.715936,SDSS,181.54378,877172273990100992,1,STAR,sloan25m,1.5423039545602695
SDSS J120637.41-014332.2,N,11,181.6559,-1.7258,DESI-DR1,"[""2022-05-01 04:18:50.638"",""2022-05-01 04:18:50.638""]",-1.725788001553611,DESI,181.6558702672991,39627745495354742,1,STAR,kp4m,0.11537954574646782
SDSS J120821.72+445224.6,N,10,182.0901,44.8735,BOSS-DR16,"[""2013-03-20 06:02:45"",""2013-03-20 06:02:45""]",44.873634,BOSS,182.09001,7477157188647276544,0,STAR,sloan25m,0.5342559376099245
SDSS J120831.49+014924.7,N,10,182.129,1.8241,DESI-DR1,"[""2022-02-01 10:19:02.423"",""2022-02-01 10:19:02.423""]",1.823976632530808,DESI,182.1296197962353,39627830060911139,1,STAR,kp4m,2.2739285510506995
SDSS J120906.49+323327.5,N,10,182.2765,32.5586,DESI-DR1,"[""2022-04-28 04:39:08.286"",""2022-04-28 04:39:08.286""]",32.5582650458366,DESI,182.2766767672363,39632930544290246,1,GALAXY,kp4m,1.3197397143836753
SDSS J120916.20+542949.5,N,11,182.3175,54.4973,DESI-DR1,"[""2022-04-15 05:41:57.179"",""2022-04-15 05:41:57.179""]",54.49726872148786,DESI,182.3175170203088,39633314897724751,1,GALAXY,kp4m,0.11809134232972253
SDSS J121210.98+605947.9,N,10,183.0451,60.9966,SDSS-DR16,"[""2002-05-11 00:00:00"",""2002-05-11 00:00:00""]",60.996695,SDSS,183.04581,1074274302854981632,0,STAR,sloan25m,1.2856278163926944
2MASS J12123389+0206280,N,11,183.1414,2.1071,BOSS-DR16,"[""2011-03-11 06:50:08"",""2011-03-11 06:50:08""]",2.1077893,BOSS,183.14118,5345773951674241024,1,STAR,sloan25m,2.604641769017921
SDSS J121409.75+332356.0,N,10,183.5406,33.399,BOSS-DR16,"[""2018-04-17 02:44:08"",""2018-04-17 02:44:08""]",33.398907,BOSS,183.54062,-6876752676297355264,1,STAR,sloan25m,0.3401532367163854
SDSS J121433.61+372111.9,N,10,183.6394,37.3534,BOSS-DR16,"[""2011-05-28 03:49:11"",""2011-05-28 03:49:11""]",37.353356,BOSS,183.63967,5292939670489157632,1,STAR,sloan25m,0.7887207042635963
SDSS J121440.95+631643.4,N,23.5,183.6724,63.2787,DESI-DR1,"[""2022-01-21 10:57:38.074"",""2022-05-10 03:32:32.067""]",63.27879311868099,DESI,183.6719844723506,39633424608135834,1,GALAXY,kp4m,0.7515389521935868
2MASS J12155348+0050498,N,8,183.9741,0.8448,DESI-EDR,"[""2021-04-12 04:07:36.007"",""2021-04-12 04:45:17.466""]",0.8453777422374082,DESI,183.973793242468,2305843036766086221,1,STAR,kp4m,2.3548122748062146
SDSS J121645.58+492744.9,N,11,184.1889,49.4623,SDSS-DR16,"[""2002-05-19 00:00:00"",""2002-05-19 00:00:00""]",49.462508,SDSS,184.18994,1092173527655671808,0,STAR,sloan25m,2.5460051471823895
2MASS J12172935+0035326,N,7.5,184.3726,0.5924,DESI-DR1,"[""2021-04-15 05:26:57.795"",""2021-04-15 05:26:57.795""]",0.592431300573546,DESI,184.3724925258266,2305843036766085315,1,STAR,kp4m,0.40296189644452923
SDSS J121855.72+352022.9,N,10,184.7314,35.3397,SDSS-DR16,"[""2005-03-13 00:00:00"",""2005-03-13 00:00:00""]",35.339716,SDSS,184.7322,2255258935013435392,1,STAR,sloan25m,2.3500283287967485
SDSS J121917.86+151612.4,N,10,184.8243,15.2701,BOSS-DR16,"[""2012-03-25 06:52:40"",""2012-03-25 06:52:40""]",15.270046,BOSS,184.82435,6077728744264716288,1,STAR,sloan25m,0.26066067581309527
ULAS J121932.54+015433.0,N,9,184.8851,1.9087,DESI-DR1,"[""2022-05-01 04:35:13.362"",""2022-05-01 04:35:13.362""]",1.908844198216448,DESI,184.8852186222581,39627836146846391,1,STAR,kp4m,0.6720415609709152
SDSS J121950.20+654136.5,N,10,184.9584,65.6935,BOSS-DR16,"[""2014-02-28 08:25:16"",""2014-02-28 08:25:16""]",65.693412,BOSS,184.95814,7853180000518033408,1,STAR,sloan25m,0.4987975198206956
SDSS J121951.45+312849.4,N,18,184.963,31.4803,SDSS-DR16,"[""2006-03-24 00:00:00"",""2006-03-24 00:00:00""]",31.480391,SDSS,184.96439,2266504471372654592,1,GALAXY,sloan25m,4.280063845117738
2MASS J12212770+0257198,N,10,185.3646,2.9552,DESI-DR1,"[""2022-05-01 04:35:13.365"",""2022-05-01 04:35:13.365""]",2.955304798354366,DESI,185.3648446630574,39627860314425632,1,STAR,kp4m,0.9571099325271684
NLTT 30510B,N,9.5,185.5782,36.7298,BOSS-DR16,"[""2016-02-08 10:47:10"",""2016-02-08 10:47:10""]",36.73012,BOSS,185.57696,-8465638801059590144,1,GALAXY,sloan25m,3.758625155304133
ULAS J122325.69+044827.6,N,15,185.8569,4.8075,DESI-DR1,"[""2022-04-30 04:48:54.574"",""2022-04-30 04:48:54.574""]",4.807592964353764,DESI,185.8569499284328,39627902534289287,1,GALAXY,kp4m,0.37958598363182855
ULAS J122343.35-013100.7,N,26,185.9296,-1.5165,DESI-DR1,"[""2022-03-10 08:39:19.914"",""2022-03-10 08:39:19.914""]",-1.5169,DESI,185.9306,2253152355090433,1,GALAXY,kp4m,3.87614764802321
SDSS J122524.00-021559.7,N,13,186.35,-2.2667,DESI-DR1,"[""2022-01-05 12:33:56.28"",""2022-03-24 07:40:28.481""]",-2.266685591729966,DESI,186.3499801799795,39627733495450096,1,GALAXY,kp4m,0.08816817894342277
SDSS J122711.07+021349.1,N,10,186.796,2.2303,SDSS-DR16,"[""2002-01-09 00:00:00"",""2002-01-09 00:00:00""]",2.2303016,SDSS,186.79611,584362980674660352,1,STAR,sloan25m,0.3957419407001499
SDSS J122818.54+583342.3,N,10,187.0778,58.5621,BOSS-DR16,"[""2013-05-18 04:15:27"",""2013-05-18 04:15:27""]",58.562209,BOSS,187.07761,7845338278941446144,1,STAR,sloan25m,0.5303326387332734
SDSS J122855.38+005044.1,N,10,187.2305,0.8454,DESI-DR1,"[""2022-02-08 10:32:37.41"",""2022-02-08 10:32:37.41""]",0.8454372469581825,DESI,187.2305922713614,39627805985609133,1,STAR,kp4m,0.3581861875016004
2MASS J12304562+2827583,N,14,187.6869,28.4658,BOSS-DR16,"[""2013-03-11 08:29:04"",""2013-03-11 08:29:04""]",28.465973,BOSS,187.68797,7289109638741774336,1,STAR,sloan25m,3.4430929363216562
SDSS J123112.97+405027.9,N,10,187.803,40.8412,SDSS-DR16,"[""2005-03-03 00:00:00"",""2005-03-03 00:00:00""]",40.841085,SDSS,187.80407,2233901471248705536,1,STAR,sloan25m,2.9433976078609936
2MASS J12312141+4959234,N,12,187.8388,49.9897,BOSS-DR16,"[""2013-04-07 05:55:20"",""2013-04-07 05:55:20""]",49.989704,BOSS,187.83867,7509915763307991040,1,STAR,sloan25m,0.301233414441245
SDSS J123200.85+022344.1,N,10,188.003,2.3956,SDSS-DR16,"[""2002-01-12 00:00:00"",""2002-01-12 00:00:00""]",2.3955819,SDSS,188.00354,585521866014222336,1,STAR,sloan25m,1.943393721571669
SDSS J123322.63+213805.1,N,10,188.3436,21.6334,BOSS-DR16,"[""2012-06-11 03:31:07"",""2012-06-11 03:31:07""]",21.634496,BOSS,188.34407,6738646559419027456,1,STAR,sloan25m,4.247528514088658
SDSS J123517.23+315815.6,N,10,188.8215,31.9708,BOSS-DR16,"[""2013-03-07 08:03:58"",""2013-03-07 08:03:58""]",31.971012,BOSS,188.82168,7298217992999161856,1,STAR,sloan25m,0.9405608612188993
GOODS-N i'-Drop 2,N,NaN,189.3919,62.2648,DESI-DR1,"[""2021-05-05 03:47:46.368"",""2021-05-05 04:14:06.919""]",62.2648,DESI,189.3919,935002275577856,1,GALAXY,kp4m,0
SDSS J123815.59+621925.9,N,10,189.5633,62.3236,BOSS-DR16,"[""2014-01-29 08:25:14"",""2014-01-29 08:25:14""]",62.323613,BOSS,189.5640100000001,8014424754550493184,1,STAR,sloan25m,1.1881258381170734
2MASSW J1239272+551537,N,15,189.8649,55.2603,BOSS-DR16,"[""2013-05-14 04:27:16"",""2013-05-14 04:27:16""]",55.260623,BOSS,189.86455,7692213142546567168,1,STAR,sloan25m,1.3666154252045764
NLTT 31450B,N,16,189.9548,32.1504,BOSS-DR16,"[""2018-04-19 02:46:23"",""2018-04-19 02:46:23""]",32.151274,BOSS,189.95471,-6907361980435902464,1,QSO,sloan25m,3.1583352381056815
SDSS J124036.81+152517.1,N,10,190.1532,15.4212,BOSS-DR16,"[""2012-04-21 06:09:22"",""2012-04-21 06:09:22""]",15.421425,BOSS,190.15337,6088961355507060736,1,STAR,sloan25m,1.002077719186545
SDSS J124352.25+131021.3,N,10,190.9672,13.1725,BOSS-DR16,"[""2012-01-31 10:34:50"",""2012-01-31 10:34:50""]",13.172475,BOSS,190.96752,6090230740322373632,1,STAR,sloan25m,1.1252939177613823
SDSS J124510.86-013230.9,N,10,191.2941,-1.5415,DESI-DR1,"[""2022-05-17 04:11:11.424"",""2022-05-17 04:11:11.424""]",-1.541766249109871,DESI,191.2947796509272,39627751698727626,1,STAR,kp4m,2.626963278728947
SDSS J124514.95+120442.0,N,11,191.3123,12.0781,BOSS-DR16,"[""2012-01-31 10:34:50"",""2012-01-31 10:34:50""]",12.078185,BOSS,191.31223,6090251081287487488,1,STAR,sloan25m,0.3928861924527144
SDSS J124555.66+490210.9,N,11,191.4818,49.0365,BOSS-DR16,"[""2013-05-01 04:09:05"",""2013-05-01 04:09:05""]",49.036583,BOSS,191.48194,7508722243838693376,1,STAR,sloan25m,0.4454805609708343
SDSS J124642.80+615054.5,N,10,191.6778,61.8482,DESI-EDR,"[""2021-05-03 06:35:26.61"",""2021-05-11 03:45:34.136""]",61.84826197328276,DESI,191.6779389430316,39633407843500855,1,STAR,kp4m,0.32476080257227974
SDSS J124908.66+415728.6,N,10,192.2841,41.9575,BOSS-DR16,"[""2011-02-25 09:21:36"",""2011-02-25 09:21:36""]",41.957844,BOSS,192.28539,5295295647486070784,1,STAR,sloan25m,3.66878939630554
SDSS J124921.22+541340.1,N,10,192.3382,54.2274,BOSS-DR16,"[""2013-04-17 05:34:20"",""2013-04-17 05:34:20""]",54.227402,BOSS,192.33825,7520003232938348544,1,STAR,sloan25m,0.10546859815874463
SDSS J125044.68+041758.2,N,10,192.687,4.299,SDSS-DR16,"[""2002-06-01 00:00:00"",""2002-06-01 00:00:00""]",4.2995091,SDSS,192.68615,953667498367019008,1,STAR,sloan25m,3.559492528197802
SDSS J125045.66+441853.7,N,10,192.6907,44.3136,BOSS-DR16,"[""2013-03-20 07:51:57"",""2013-03-20 07:51:57""]",44.314085,BOSS,192.69016,7452487171175632896,1,STAR,sloan25m,2.2323390200514908
SDSS J125214.08+142239.3,N,13,193.0579,14.3771,SDSS-DR16,"[""2004-06-15 00:00:00"",""2004-06-15 00:00:00""]",14.377601,SDSS,193.05871,1992873124881786880,1,STAR,sloan25m,3.35138203056389
SDSS J125230.79+183506.0,N,11,193.1275,18.5848,SDSS-DR16,"[""2007-02-13 00:00:00"",""2007-02-13 00:00:00""]",18.585009,SDSS,193.12832,2928632028356175872,1,STAR,sloan25m,2.8974553175817004
SDSS J125253.62+342138.8,N,12,193.2223,34.361,BOSS-DR16,"[""2010-05-04 03:50:18"",""2010-05-04 03:50:18""]",34.360792,BOSS,193.22342,4474434071188230144,1,STAR,sloan25m,3.411601498021634
2MASS J12531240+4034038,N,7.5,193.3036,40.5637,DESI-DR1,"[""2022-03-20 07:38:20.786"",""2022-04-10 06:38:28.12""]",40.56466988646689,DESI,193.3031062710677,2305843020588651874,1,STAR,kp4m,3.743586327306366
SDSS J125331.83+065933.4,N,10,193.3825,6.9927,BOSS-DR16,"[""2012-02-19 09:05:20"",""2012-02-19 09:05:20""]",6.9926244,BOSS,193.38264,6094521584768536576,1,STAR,sloan25m,0.5694929773957934
SDSS J125437.60+293832.7,N,10,193.6564,29.6421,BOSS-DR16,"[""2013-03-05 10:31:18"",""2013-03-05 10:31:18""]",29.642276,BOSS,193.6564100000001,7300459347452383232,1,STAR,sloan25m,0.6343720862072001
SDSSp J125453.90-012247.4,N,22,193.7218,-1.3792,DESI-DR1,"[""2022-01-07 12:49:31.027"",""2022-01-07 12:49:31.027""]",-1.379356596447454,DESI,193.7224832242552,39627751736480322,1,GALAXY,kp4m,2.522691803069016
SDSS J125459.33+263107.2,N,11,193.7471,26.5186,SDSS-DR16,"[""2006-03-26 00:00:00"",""2006-03-26 00:00:00""]",26.518673,SDSS,193.74724,2522054338373773312,1,STAR,sloan25m,0.5219589642858672
SDSS J125550.62+170059.7,N,10,193.9615,17.0154,BOSS-DR16,"[""2012-05-18 03:11:12"",""2012-05-18 03:11:12""]",17.016335,BOSS,193.9610700000001,6596737815899557888,1,STAR,sloan25m,3.6770980097948223
SDSS J125645.82+151443.7,N,10,194.191,15.2454,DESI-DR1,"[""2022-03-22 08:13:09.366"",""2022-03-22 08:13:09.366""]",15.24543467020277,DESI,194.1909369708597,39628152393175631,1,GALAXY,kp4m,0.2520001470112078
2MASS J12565688+0146163,N,12,194.2358,1.771,DESI-DR1,"[""2022-05-09 04:45:53.509"",""2022-05-09 04:45:53.509""]",1.771047760681116,DESI,194.2361432091461,39627830262240717,1,GALAXY,kp4m,1.2468743969560496
SDSSp J125737.26-011336.1,N,14,194.4062,-1.2268,SDSS-DR16,"[""2001-03-26 00:00:00"",""2001-03-26 00:00:00""]",-1.2267039,SDSS,194.40525,329944506373793792,0,STAR,sloan25m,3.436673859955125
ULAS J125939.44+293322.4,N,25,194.9143,29.5562,DESI-DR1,"[""2021-04-14 05:16:41.739"",""2021-05-01 05:59:19.664""]",29.5562,DESI,194.9143,934457234161664,1,GALAXY,kp4m,0
SDSS J130148.19+584104.1,N,11,195.4506,58.6846,SDSS-DR16,"[""2002-05-16 00:00:00"",""2002-05-16 00:00:00""]",58.684482,SDSS,195.45089,1078694889438341120,0,STAR,sloan25m,0.6891226345499643
SDSS J130234.71+512600.9,N,10,195.6462,51.4328,BOSS-DR16,"[""2013-05-04 04:26:22"",""2013-05-04 04:26:22""]",51.43313,BOSS,195.64557,7610074126225788928,1,STAR,sloan25m,1.8467721017046044
2MASS J13023811+5650212,N,12,195.6568,56.8393,BOSS-DR16,"[""2018-03-20 08:09:46"",""2018-03-20 08:09:46""]",56.839271,BOSS,195.65852,-9197266469630226432,1,QSO,sloan25m,3.388566741031352
2MASS J13023897+0351410,N,7.5,195.6621,3.8615,DESI-DR1,"[""2022-01-27 11:54:25.687"",""2022-01-27 11:54:25.687""]",3.8614,DESI,195.6624,2376424635760640,1,STAR,kp4m,1.136094241005466
SDSS J130317.69+181522.0,N,10,195.8228,18.2563,SDSS-DR16,"[""2008-01-11 00:00:00"",""2008-01-11 00:00:00""]",18.256129,SDSS,195.82373,2930809891633260544,1,STAR,sloan25m,3.238525846327753
SDSS J130433.16+090706.9,N,10,196.1375,9.1187,SDSS-DR16,"[""2006-05-28 00:00:00"",""2006-05-28 00:00:00""]",9.118603,SDSS,196.1382,2018758389324081152,1,STAR,sloan25m,2.5125376785194398
2MASSI J1305410+204639,N,15,196.4208,20.7781,BOSS-DR16,"[""2012-04-29 05:17:18"",""2012-04-29 05:17:18""]",20.777894,BOSS,196.42089,6598006651999244288,1,STAR,sloan25m,0.8010841027641786
2MASS J13061727+3820296,N,10,196.5709,38.3415,BOSS-DR16,"[""2017-04-27 04:47:29"",""2017-04-27 04:47:29""]",38.34155,BOSS,196.57115,-8495971295763869696,1,STAR,sloan25m,0.7284824901363484
2MASS J13082507+0725512,N,9,197.1058,7.4285,DESI-DR1,"[""2021-03-23 10:02:18.465"",""2021-03-23 10:02:18.465""]",7.428431694569937,DESI,197.1058670480088,39627968833655111,1,STAR,kp4m,0.34315240807748787
SDSS J130831.01+081852.3,N,10,197.128,8.3149,BOSS-DR16,"[""2012-02-01 10:33:04"",""2012-02-01 10:33:04""]",8.3146625,BOSS,197.12873,6105905378104725504,1,STAR,sloan25m,2.7373307053978246
SDSS J131002.89+055404.3,N,10,197.5116,5.9012,SDSS-DR16,"[""2002-03-05 00:00:00"",""2002-03-05 00:00:00""]",5.9011878,SDSS,197.51203,957126285593700352,1,STAR,sloan25m,1.54042288808017
ULAS J131106.96-013742.3,N,13,197.779,-1.6286,DESI-DR1,"[""2022-03-26 08:16:08.631"",""2022-03-26 08:35:50.733""]",-1.6284,DESI,197.7789,2253146516619264,1,GALAXY,kp4m,0.8049194561888854
SDSS J131113.82+240105.0,N,13,197.8061,24.0179,SDSS-DR16,"[""2007-05-14 00:00:00"",""2007-05-14 00:00:00""]",24.018081,SDSS,197.80759,2998321550735730688,1,STAR,sloan25m,4.942711165003083
WISEP J131141.91+362925.2,N,15,197.9233,36.4904,DESI-DR1,"[""2022-04-17 06:22:33.79"",""2022-04-17 06:22:33.79""]",36.49028262616798,DESI,197.9240038992307,39633010567416883,1,GALAXY,kp4m,2.0806158148980756
2MASS J13120707+3937445,N,10,198.028,39.629,BOSS-DR16,"[""2017-04-27 04:47:29"",""2017-04-27 04:47:29""]",39.62904,BOSS,198.02877,-8495767336356917248,1,STAR,sloan25m,2.1398182593898682
SDSS J131221.79+290935.0,N,10,198.0919,29.1592,BOSS-DR16,"[""2013-01-22 12:22:45"",""2013-01-22 12:22:45""]",29.159525,BOSS,198.09139,7302696853111590912,1,STAR,sloan25m,1.9848260496176409
SDSS J131223.12+493126.2,N,10,198.0959,49.5234,BOSS-DR16,"[""2015-05-23 04:04:56"",""2015-05-23 04:04:56""]",49.523969,BOSS,198.09636,8368984277212483584,1,STAR,sloan25m,2.3133294298671156
SDSS J131448.64+240532.1,N,13,198.7028,24.0921,SDSS-DR16,"[""2007-05-14 00:00:00"",""2007-05-14 00:00:00""]",24.092254,SDSS,198.70268,2998301209770616832,1,STAR,sloan25m,0.6803571349863996
SDSS J131545.55+245407.3,N,10,198.9395,24.9019,BOSS-DR16,"[""2012-06-19 03:30:08"",""2012-06-19 03:30:08""]",24.902033,BOSS,198.9397,6729748486844338176,1,STAR,sloan25m,0.8097768102040128
ULAS J131610.13+031205.5,N,23,199.0413,3.2015,DESI-DR1,"[""2022-05-09 05:06:42.008"",""2022-05-09 05:06:42.008""]",3.202261057289298,DESI,199.0410217478661,39627866580713795,1,STAR,kp4m,2.9166463887603777
SDSS J131614.35+213329.9,N,10,199.0597,21.5584,SDSS-DR16,"[""2008-02-11 00:00:00"",""2008-02-11 00:00:00""]",21.558326,SDSS,199.05982,2984790965224499200,1,STAR,sloan25m,0.48207390211850626
SDSS J131839.06+213043.0,N,10,199.6618,21.5116,SDSS-DR16,"[""2008-02-11 00:00:00"",""2008-02-11 00:00:00""]",21.511951,SDSS,199.66278,2984779420352407552,1,STAR,sloan25m,3.517077301661178
ULAS J132410.21+025040.6,N,12,201.0427,2.8443,DESI-DR1,"[""2022-06-01 04:07:25.459"",""2022-06-01 04:07:25.459""]",2.8448,DESI,201.0424,2253255287504896,1,GALAXY,kp4m,2.098458343009906
SDSS J132511.10+051704.2,N,11,201.2963,5.284,SDSS-DR16,"[""2002-04-11 00:00:00"",""2002-04-11 00:00:00""]",5.2844959,SDSS,201.29623,959384683097909248,0,STAR,sloan25m,1.802788736278282
SDSSp J132629.82-003831.5,N,18,201.6228,-0.6428,DESI-DR1,"[""2022-02-26 10:38:14.618"",""2022-02-26 10:38:14.618""]",-0.6425984514821926,DESI,201.623105901598,39627769990089203,1,GALAXY,kp4m,1.3187297725659293
SDSS J132715.21+075937.5,N,11,201.8124,7.9939,SDSS-DR16,"[""2005-07-04 00:00:00"",""2005-07-04 00:00:00""]",7.9937732,SDSS,201.81341,2025641051749902336,1,STAR,sloan25m,3.629489226366499
SDSS J132926.03+531733.9,N,11,202.3586,53.2924,DESI-DR1,"[""2022-02-19 10:25:09.684"",""2022-02-19 10:25:09.684""]",53.29248132030343,DESI,202.3586760833975,39633297218734840,1,GALAXY,kp4m,0.33542236896432015
SDSS J132937.22+035729.6,N,10,202.4052,3.9582,SDSS-DR16,"[""2002-04-11 00:00:00"",""2002-04-11 00:00:00""]",3.9582321,SDSS,202.40507,959281054126991360,0,STAR,sloan25m,0.48097241578154154
2MASS J13300232-0453202,N,8,202.5091,-4.8891,DESI-DR1,"[""2022-03-30 08:14:33.983"",""2022-03-30 08:14:33.983""]",-4.889046100791506,DESI,202.509246137776,39627667409997092,1,STAR,kp4m,0.5589427571628057
SDSS J133010.03+141113.3,N,10,202.5404,14.187,BOSS-DR16,"[""2012-03-25 07:59:40"",""2012-03-25 07:59:40""]",14.187089,BOSS,202.5414000000001,6114792181725417472,1,STAR,sloan25m,3.504878333345065
2MASS J13313310+3407583,N,10,202.8854,34.1318,BOSS-DR16,"[""2019-02-12 07:59:38"",""2019-02-12 07:59:38""]",34.132056,BOSS,202.88601,-6898129651192541184,1,STAR,sloan25m,2.038014718827241
2MASS J13322442-0441126,N,7.5,203.1023,-4.6867,DESI-DR1,"[""2021-05-20 04:36:37.419"",""2021-05-20 04:55:24.538""]",-4.6868,DESI,203.102,2376219496546304,1,STAR,kp4m,1.1349946600145988
2MASSI J1332286+263508,N,12,203.1171,26.5859,BOSS-DR16,"[""2012-06-11 04:34:02"",""2012-06-11 04:34:02""]",26.585565,BOSS,203.11842,6754463858818306048,1,STAR,sloan25m,4.417365353923857
SDSS J133257.73+325813.1,N,10,203.2402,32.9696,BOSS-DR16,"[""2019-02-12 07:59:38"",""2019-02-12 07:59:38""]",32.970304,BOSS,203.24057,-6898377865942511616,1,STAR,sloan25m,2.769831428617792
SDSS J133312.79+150956.6,N,10,203.3024,15.1657,BOSS-DR16,"[""2012-03-29 08:55:56"",""2012-03-29 08:55:56""]",15.16554,BOSS,203.3029300000001,6120537679803469824,1,STAR,sloan25m,1.9295303188623527
2MASSW J1334062+194034,N,11.5,203.5254,19.677,BOSS-DR16,"[""2012-05-22 04:06:46"",""2012-05-22 04:06:46""]",19.676797,BOSS,203.52549,6598962127989657600,1,STAR,sloan25m,0.7919234383673377
