t1_name,t1_youth,t1_sptnum_formula,t1_ra_today_formula,t1_dec_today_formula,data_release,dateobs,dec,instrument,ra,specid,specprimary,spectype,telescope,dist_arcsec
SDSS J000112.18+153535.5,lowg,13.7,0.3015,15.5922,BOSS-DR16,"[""2012-12-07 03:53:43"",""2012-12-07 03:53:43""]",15.593185,BOSS,0.3007450100000142,6949138442849898496,1,QSO,sloan25m,4.407686062885874
WISEA J000131.93-084126.9,N,11,0.3841,-8.6918,DESI-DR1,"[""2021-10-22 05:48:39.692"",""2021-10-22 05:48:39.692""]",-8.691534109412155,DESI,0.3838152986597005,39627574036401655,1,GALAXY,kp4m,1.3938168853965995
SDSS J000614.06+160454.5,N,10,1.5586,16.0816,SDSS-DR16,"[""2001-12-08 00:00:00"",""2001-12-08 00:00:00""]",16.081793,SDSS,1.558596,845694628949682176,1,STAR,sloan25m,0.6949377587854901
SDSS J000632.60+140606.3,N,10,1.6367,14.1019,BOSS-DR16,"[""2012-12-07 01:27:46"",""2012-12-07 01:27:46""]",14.101609,BOSS,1.636106900000016,6954709943128969216,1,STAR,sloan25m,2.3207207238712444
SDSS J001608.44-004302.3,N,15.5,4.036,-0.7175,BOSS-DR16,"[""2010-10-10 04:59:40"",""2010-10-10 04:59:40""]",-0.71738301,BOSS,4.035576999999989,4749084381892857856,1,STAR,sloan25m,1.57985296237462
SDSS J001637.62-103911.2,N,10,4.1561,-10.6541,SDSS-DR16,"[""2001-08-16 00:00:00"",""2001-08-16 00:00:00""]",-10.653101,SDSS,4.1567347,734133504375285760,1,STAR,sloan25m,4.239872394592161
SDSS J001911.65+003017.8,N,11,4.7984,0.5046,BOSS-DR16,"[""2010-10-10 04:59:40"",""2010-10-10 04:59:40""]",0.50490501,BOSS,4.798520399999973,4749317753235853312,1,STAR,sloan25m,1.1804824059590069
SDSS J002209.31-011040.2,N,10,5.5395,-1.1775,BOSS-DR16,"[""2010-10-11 05:13:58"",""2010-10-11 05:13:58""]",-1.1774552,BOSS,5.539240500000005,4750230897659498496,1,STAR,sloan25m,0.9478250595232041
ULAS J002422.94+002247.9,N,24.5,6.0957,0.3798,DESI-DR1,"[""2021-10-09 07:01:05.943"",""2021-10-09 07:01:05.943""]",0.3798,DESI,6.0957,2253197657767936,1,GALAXY,kp4m,0
BRI 0021-0214,N,9.5,6.1022,-1.9714,DESI-DR1,"[""2021-11-18 04:45:45.785"",""2021-11-18 04:45:45.785""]",-1.9722,DESI,6.1026,2376282562101248,1,STAR,kp4m,3.2195566618639857
PC 0025+0447,lowg,9.5,6.925,5.0616,BOSS-DR16,"[""2016-01-12 01:28:00"",""2016-01-12 01:28:00""]",5.061594,BOSS,6.92488800000001,-8598281135474847744,1,STAR,sloan25m,0.40220810790886374
2MASSI J0028394+150141,N,14.5,7.1655,15.0281,DESI-DR1,"[""2021-11-03 05:27:42.347"",""2021-11-03 05:27:42.347""]",15.0282208979966,DESI,7.165297522575127,39628143522221244,1,GALAXY,kp4m,0.827663912770485
2MASSW J0030438+313932,N,12,7.6822,31.6585,DESI-DR1,"[""2021-11-13 04:20:30.591"",""2021-11-13 04:20:30.591""]",31.65863820616811,DESI,7.682336771943434,39628514621654040,1,GALAXY,kp4m,0.6505383779716128
SDSS J003524.44+144739.8,N,10,8.8526,14.7942,SDSS-DR16,"[""2000-09-30 00:00:00"",""2000-09-30 00:00:00""]",14.794382,SDSS,8.8518138,470689963218855936,1,STAR,sloan25m,2.8138360494321706
SDSS J003843.99+134339.5,N,11,9.6836,13.7273,BOSS-DR16,"[""2012-09-21 07:02:06"",""2012-09-21 07:02:06""]",13.727298,BOSS,9.683509200000003,6977282640677457920,1,STAR,sloan25m,0.3176246703102588
WISE J004024.88+090054.8,N,27,10.1036,9.0149,DESI-DR1,"[""2021-10-31 05:39:22.056"",""2021-10-31 05:39:22.056""]",9.015051785115341,DESI,10.10364501846767,39628001628917832,1,GALAXY,kp4m,0.5693878164673362
HD 3861B,N,13.5,10.2938,9.355,DESI-DR1,"[""2021-11-07 05:29:59.24"",""2021-11-07 05:29:59.24""]",9.3556,DESI,10.2945,2253408354435073,1,STAR,kp4m,3.2936596189449507
SDSS J004221.15+145923.9,N,11,10.5889,14.9899,SDSS-DR16,"[""2000-11-20 00:00:00"",""2000-11-20 00:00:00""]",14.989943,SDSS,10.588133,471816688615057408,0,STAR,sloan25m,2.6717283872824775
ULAS J005038.20-000336.6,N,12,12.6594,-0.0601,DESI-DR1,"[""2021-10-10 07:56:34.462"",""2021-10-10 07:56:34.462""]",-0.0602310728840806,DESI,12.6592336316199,39627784938591431,1,GALAXY,kp4m,0.7624737817118199
2MASS J00521232+0012172,N,14.5,13.0507,0.2038,BOSS-DR16,"[""2015-09-14 07:13:47"",""2015-09-14 07:13:47""]",0.20468273,BOSS,13.05130400000002,8863231248468037632,1,QSO,sloan25m,3.8505254289861632
SDSS J005349.11-011354.4,N,10,13.4554,-1.2319,BOSS-DR16,"[""2010-10-12 05:26:25"",""2010-10-12 05:26:25""]",-1.2318131,BOSS,13.45470899999998,4755890358902345728,1,STAR,sloan25m,2.5066237462316865
SDSSp J005406.55-003101.8,N,11,13.5285,-0.5182,BOSS-DR16,"[""2010-10-12 05:26:25"",""2010-10-12 05:26:25""]",-0.5178645,BOSS,13.528075,4755874965739556864,1,STAR,sloan25m,1.949227920278649
2MASS J00550564+0134365,lowg,12,13.774,1.5766,DESI-DR1,"[""2021-10-03 08:05:29.683"",""2021-10-03 08:05:29.683""]",1.576613549863102,DESI,13.7738631986689,39627821198345048,1,GALAXY,kp4m,0.49470911510643834
SDSS J005705.55-084624.2,N,10,14.273,-8.7734,SDSS-DR16,"[""2001-09-25 00:00:00"",""2001-09-25 00:00:00""]",-8.7733955,SDSS,14.273139,739884775476586496,1,STAR,sloan25m,0.49481023628614895
WISEA J005757.64+201304.0,N,-17,14.4929,20.2169,DESI-DR1,"[""2021-11-04 05:58:37.744"",""2021-11-04 05:58:37.744""]",20.21715976084906,DESI,14.4922526816782,39628264750188816,1,GALAXY,kp4m,2.378332666395433
SDSS J005935.48+150905.0,N,10,14.8989,15.1519,BOSS-DR16,"[""2012-09-17 10:03:01"",""2012-09-17 10:03:01""]",15.151457,BOSS,14.897829,6422368467920637952,1,STAR,sloan25m,4.048883995671088
2MASSI J0103320+193536,lowg,16,15.8855,19.5936,BOSS-DR16,"[""2014-12-24 04:18:00"",""2014-12-24 04:18:00""]",19.59342,BOSS,15.88445899999999,8583922580515475456,1,STAR,sloan25m,3.589570778010695
ULAS2MASS J0106+1518,N,8,16.6535,15.314,BOSS-DR16,"[""2011-10-01 08:44:44"",""2011-10-01 08:44:44""]",15.314413,BOSS,16.65447,5777195379801214976,1,STAR,sloan25m,3.6815809348497135
SDSS J010840.49+134739.3,N,10,17.1693,13.7943,DESI-DR1,"[""2021-10-16 06:49:26.941"",""2021-10-16 06:49:26.941""]",13.79422246496851,DESI,17.16897424785645,39628114384391523,1,GALAXY,kp4m,1.1725910169021976
SDSS J010859.24-104546.3,N,10,17.2477,-10.7628,SDSS-DR16,"[""2001-10-17 00:00:00"",""2001-10-17 00:00:00""]",-10.762852,SDSS,17.246852,741993914025666560,1,STAR,sloan25m,3.0049337497590134
ULAS J011151.89-010534.2,N,13.5,17.9663,-1.0934,BOSS-DR16,"[""2010-09-17 08:17:09"",""2010-09-17 08:17:09""]",-1.092837,BOSS,17.96623299999999,4758064643045609472,1,STAR,sloan25m,2.0410963981626185
SDSS J011816.78+141841.4,N,11,19.5699,14.3115,SDSS-DR16,"[""2000-12-15 00:00:00"",""2000-12-15 00:00:00""]",14.31154,SDSS,19.569956,477464605388466176,1,STAR,sloan25m,0.24268313646624176
SDSS J012236.30+153339.4,N,10,20.6515,15.5608,BOSS-DR16,"[""2019-01-06 03:01:54"",""2019-01-06 03:01:54""]",15.560974,BOSS,20.65132,-5986372553439686656,0,STAR,sloan25m,0.8843431013979107
CTI 012657.5+280202,N,8.5,21.9123,28.0974,DESI-DR1,"[""2021-10-17 05:34:23.953"",""2021-10-17 05:34:23.953""]",28.0981,DESI,21.9131,2376982100705280,1,STAR,kp4m,3.5783990607316207
ULAS J013243.81+055232.2,N,15,23.183,5.8757,BOSS-DR16,"[""2018-01-21 01:32:30"",""2018-01-21 01:32:30""]",5.8755413,BOSS,23.18241999999998,-8586069946955182080,1,STAR,sloan25m,2.154173330335047
2MASS J01340281+0508125,N,11,23.5115,5.1371,BOSS-DR16,"[""2016-11-01 06:48:14"",""2016-11-01 06:48:14""]",5.1369216,BOSS,23.51171899999997,-8584803866680995840,1,STAR,sloan25m,1.014427728543221
ULAS J013807.67-010417.0,N,11.5,24.5323,-1.0711,BOSS-DR16,"[""2010-10-13 07:18:53"",""2010-10-13 07:18:53""]",-1.0713568,BOSS,24.53197399999999,4762580887190917120,1,STAR,sloan25m,1.493826906908759
SDSS J014658.14+002132.7,N,10,26.7422,0.3588,BOSS-DR16,"[""2010-09-08 09:42:17"",""2010-09-08 09:42:17""]",0.35909819,BOSS,26.74226699999997,4764989366807580672,1,STAR,sloan25m,1.100246815432266
ULAS J014927.09+144108.2,N,15,27.3631,14.6855,DESI-DR1,"[""2021-12-01 05:19:57.979"",""2021-12-01 05:19:57.979""]",14.68552084840818,DESI,27.36293777514627,39628138002519090,1,GALAXY,kp4m,0.569894874041992
SDSS J015354.23+140452.9,N,10,28.4761,14.0808,BOSS-DR16,"[""2011-01-26 02:30:35"",""2011-01-26 02:30:35""]",14.08083,BOSS,28.47605399999998,5243517720352542720,1,STAR,sloan25m,0.19355662586339478
SDSS J020551.36-075925.0,N,13,31.4642,-7.9904,SDSS-DR16,"[""2001-08-25 00:00:00"",""2001-08-25 00:00:00""]",-7.9902559,SDSS,31.464074,750018698802128896,1,STAR,sloan25m,0.6862136732179461
SDSS J020742.48+000056.2,N,24.5,31.9295,0.0154,BOSS-DR16,"[""2010-10-08 07:11:39"",""2010-10-08 07:11:39""]",0.015617614,BOSS,31.92868199999998,4767064420647194624,1,QSO,sloan25m,3.0472246815555124
2MASSW J0208236+273740,N,15,32.101,27.6266,DESI-DR1,"[""2021-11-14 04:46:22.229"",""2021-11-14 05:05:11.227""]",27.62725145397697,DESI,32.09965833838835,39628430848823159,1,GALAXY,kp4m,4.879804349133259
SDSS J021128.25+141003.8,N,11,32.8673,14.1674,SDSS-DR16,"[""2000-12-05 00:00:00"",""2000-12-05 00:00:00""]",14.16772,SDSS,32.867725,482007237510850560,1,STAR,sloan25m,1.8782354473370713
SDSS J021248.51+221822.0,N,10,33.2025,22.3061,SDSS-DR16,"[""2004-12-02 00:00:00"",""2004-12-02 00:00:00""]",22.306132,SDSS,33.202145,2326129604688898048,1,STAR,sloan25m,1.1879650604914116
ULAS J022603.18+070231.4,N,27,36.5138,7.0424,DESI-DR1,"[""2021-11-29 06:08:50.715"",""2021-11-29 06:08:50.715""]",7.0421,DESI,36.5134,2253354914807808,1,GALAXY,kp4m,1.7913211878911621
IfA 0230-Z1,N,23,36.6552,0.8646,BOSS-DR16,"[""2014-01-28 01:37:55"",""2014-01-28 01:37:55""]",0.86455717,BOSS,36.65504299999998,8256487187207704576,1,STAR,sloan25m,0.585791981719208
SDSS J022723.77-005518.6,N,10,36.8493,-0.9219,SDSS-DR16,"[""2000-11-28 00:00:00"",""2000-11-28 00:00:00""]",-0.92184425,SDSS,36.849005,457117592675444736,0,STAR,sloan25m,1.0806630097128813
SDSS J022754.95+002619.9,N,10,36.9796,0.4387,BOSS-DR16,"[""2015-01-16 01:26:40"",""2015-01-16 01:26:40""]",0.43887241,BOSS,36.97900800000002,8813732330470658048,0,STAR,sloan25m,2.219681454000793
2MASSW J0228110+253738,N,10,37.0487,25.627,DESI-DR1,"[""2021-11-14 07:10:14.012"",""2021-11-14 07:10:14.012""]",25.6271,DESI,37.0472,2376933706825728,1,GALAXY,kp4m,4.882084649968737
2MASS J02292794-0053282,lowg,10,37.3666,-0.8914,BOSS-DR16,"[""2015-01-16 01:26:40"",""2015-01-16 01:26:40""]",-0.89127428,BOSS,37.36650600000002,8813626777354391552,1,STAR,sloan25m,0.5650896978583012
2MASS J02301551+2704061,N,10,37.566,27.0682,DESI-DR1,"[""2021-12-12 02:08:41.72"",""2021-12-12 02:08:41.72""]",27.0682584293009,DESI,37.56563529687804,39628414797218764,1,GALAXY,kp4m,1.1878914194749106
ULAS J023144.49+063602.2,N,22.8,37.9356,6.601,DESI-DR1,"[""2021-10-11 09:27:10.048"",""2021-10-11 09:27:10.048""]",6.6006,DESI,37.9354,2253342923292672,1,GALAXY,kp4m,1.6078401657706285
SDSS J023547.56-084919.8,N,12,38.948,-8.8221,BOSS-DR16,"[""2010-12-09 03:29:27"",""2010-12-09 03:29:27""]",-8.8222138,BOSS,38.94814600000001,4941603371364929536,1,STAR,sloan25m,0.661509679543708
SDSSp J023617.93+004855.0,N,16,39.0755,0.8141,BOSS-DR16,"[""2014-12-21 03:30:43"",""2014-12-21 03:30:43""]",0.8147644,BOSS,39.07507399999997,8810339237436346368,1,STAR,sloan25m,2.841188547830503
2MASS J02411151-0326587,lowg,10,40.2988,-3.45,DESI-DR1,"[""2022-01-04 04:15:58.174"",""2022-01-04 04:15:58.174""]",-3.449868444997162,DESI,40.29852446104162,39627700859577642,1,GALAXY,kp4m,1.0975780066147203
2MASS J0249-0557 c,lowg,12,42.4768,-5.9673,BOSS-DR16,"[""2015-12-02 04:59:19"",""2015-12-02 04:59:19""]",-5.967329,BOSS,42.47667999999999,8870993252146499584,1,STAR,sloan25m,0.44216099387711355
TVLM 831-161058,N,8,42.8067,0.7938,BOSS-DR16,"[""2017-11-19 07:14:22"",""2017-11-19 07:14:22""]",0.79375688,BOSS,42.80627500000003,-7885751959534940160,0,STAR,sloan25m,1.5377085882852901
TVLM 831-165166,N,NaN,42.9301,-1.0339,BOSS-DR16,"[""2010-09-19 11:19:37"",""2010-09-19 11:19:37""]",-1.034444,BOSS,42.92895800000002,4776190092246274048,1,STAR,sloan25m,4.553217551773715
TVLM 832-10443,N,8,43.1086,0.939,DESI-DR1,"[""2021-12-19 04:04:18.392"",""2021-12-21 03:25:41.528""]",0.9391343869023171,DESI,43.10888193109781,2305843027832212766,1,STAR,kp4m,1.1242358698011197
ULAS J025244.10+010617.9,N,9,43.1838,1.1048,BOSS-DR16,"[""2010-09-07 10:24:46"",""2010-09-07 10:24:46""]",1.1049742,BOSS,43.18373700000001,4775200531345068032,0,STAR,sloan25m,0.6668572624206308
SDSS J025601.86+011047.2,N,10,44.0083,1.1791,BOSS-DR16,"[""2014-11-19 06:14:57"",""2014-11-19 06:14:57""]",1.1794456,BOSS,44.00805200000002,8804734476142006272,1,STAR,sloan25m,1.5312375138326606
SDSSp J030321.24-000938.2,N,10,45.8386,-0.1606,SDSS-DR16,"[""2000-11-25 00:00:00"",""2000-11-25 00:00:00""]",-0.16060442,SDSS,45.838519,462799593839552512,0,STAR,sloan25m,0.29203267567574576
SDSS J030536.54-064216.3,N,10,46.4023,-6.7048,SDSS-DR16,"[""2001-01-20 00:00:00"",""2001-01-20 00:00:00""]",-6.7045278,SDSS,46.402267,515807050354157568,1,STAR,sloan25m,0.9869976023553392
2MASS J03111547+0106307,lowg?,5.5,47.8151,1.1085,DESI-DR1,"[""2021-10-03 10:58:43.438"",""2021-12-20 05:59:18.588""]",1.1086,DESI,47.8145,2376355740123136,1,STAR,kp4m,2.1893957387656093
SDSS J031740.38+061303.8,N,13,49.4182,6.2171,SDSS-DR16,"[""2005-12-26 00:00:00"",""2005-12-26 00:00:00""]",6.217738,SDSS,49.418256,2634777093577140224,1,STAR,sloan25m,2.3055272919371137
2MASS J03201720-1026124,N,8,50.0718,-10.4374,DESI-DR1,"[""2021-11-15 07:01:49.897"",""2021-11-15 07:01:49.897""]",-10.4368,DESI,50.0717,2376079201271808,1,STAR,kp4m,2.188823166249269
SDSSp J032817.38+003257.2,N,13,52.0743,0.5495,DESI-DR1,"[""2022-01-03 05:01:40.488"",""2022-01-03 05:01:40.488""]",0.5493260220673875,DESI,52.07325435627446,39627797680883233,1,GALAXY,kp4m,3.815895716132895
SDSS J033726.70-002259.3,N,10,54.3613,-0.3832,SDSS-DR16,"[""2000-09-23 00:00:00"",""2000-09-23 00:00:00""]",-0.3831275,SDSS,54.361243,467267458282055680,1,STAR,sloan25m,0.3320032483337077
SDSS J034408.91+011124.9,N,11,56.0366,1.1893,SDSS-DR16,"[""2002-12-11 00:00:00"",""2002-12-11 00:00:00""]",1.1902705,SDSS,56.037177,1195828065675012096,1,STAR,sloan25m,4.064423448234724
SDSS J035048.62-051812.8,N,11,57.7025,-5.3037,SDSS-DR16,"[""2000-12-30 00:00:00"",""2000-12-30 00:00:00""]",-5.3035692,SDSS,57.702583,521435724902328320,1,STAR,sloan25m,0.556997840126589
SDSS J035308.54+103056.0,N,11,58.286,10.5155,SDSS-DR16,"[""2007-10-16 00:00:00"",""2007-10-16 00:00:00""]",10.515552,SDSS,58.285567,3036711826453719040,1,STAR,sloan25m,1.5440110431605814
2MASS J03550477-1032415,lowg,8.5,58.7703,-10.5451,DESI-DR1,"[""2022-02-05 02:50:31.099"",""2022-02-05 02:50:31.099""]",-10.5449,DESI,58.7699,2376079343878144,1,STAR,kp4m,1.5882541842058921
SDSS J035721.11-064126.0,N,10,59.3388,-6.6905,SDSS-DR16,"[""2000-12-24 00:00:00"",""2000-12-24 00:00:00""]",-6.6905681,SDSS,59.33798,522481360460343296,1,STAR,sloan25m,2.942128686283286
SDSS J040100.96-060933.0,N,14,60.2542,-6.1603,DESI-DR1,"[""2021-11-10 08:18:52.505"",""2021-11-10 08:37:48.004""]",-6.1594,DESI,60.2538,2253035703107584,1,GALAXY,kp4m,3.5422203277025344
SDSS J042230.66+072342.9,N,11,65.6285,7.3941,SDSS-DR16,"[""2007-10-07 00:00:00"",""2007-10-07 00:00:00""]",7.395255,SDSS,65.627774,3181966933209671680,1,STAR,sloan25m,4.8996650761280875
2MASS J04235322-0006587,N,8.5,65.9712,-0.1167,DESI-DR1,"[""2021-09-22 08:57:36.732"",""2021-10-01 12:17:29.895""]",-0.1163,DESI,65.9717,2376331882921984,1,STAR,kp4m,2.305121819939758
DENIS-P J04272708-1127143,N,7,66.8629,-11.4555,DESI-DR1,"[""2021-12-20 06:40:06.326"",""2021-12-20 06:40:06.326""]",-11.45511406974083,DESI,66.86290575588507,39627509691582027,1,STAR,kp4m,1.3894973513950644
2MASS J04305157-0849007,N,8,67.7149,-8.8178,DESI-DR1,"[""2022-02-27 02:18:18.949"",""2022-02-27 02:18:18.949""]",-8.817604338038525,DESI,67.71490929522145,39627575152088745,1,STAR,kp4m,0.7051588073399275
2MASS J04433761+0002051,lowg,9,70.907,0.0341,DESI-DR1,"[""2022-02-05 03:40:32.843"",""2022-02-05 03:40:32.843""]",0.0348,DESI,70.9067,2376331966808064,0,STAR,kp4m,2.741678241200945
2MASS J04451119-0602526,N,7,71.2969,-6.0481,DESI-DR1,"[""2021-09-22 11:49:28.598"",""2021-09-22 11:49:28.598""]",-6.048,DESI,71.2967,2376187196211200,1,STAR,kp4m,0.8014019669804219
WISE J062442.37+662625.6,N,11,96.1791,66.439,DESI-DR1,"[""2022-01-10 02:27:49.058"",""2022-01-10 02:45:49.566""]",66.43973529382399,DESI,96.17782698022826,39633457566975644,1,GALAXY,kp4m,3.2191044696914317
2MASSI J0652307+471034,N,14.5,103.127,47.1771,DESI-DR1,"[""2021-11-17 08:04:30.151"",""2021-11-17 08:04:30.151""]",47.1764,DESI,103.128,2377351128154112,1,GALAXY,kp4m,3.5126207291721667
2MASS J07140394+3702459,lowg,8,108.5158,37.0451,DESI-DR1,"[""2022-02-08 03:45:32.338"",""2022-02-08 03:45:32.338""]",37.04532975439894,DESI,108.5159453760908,39633019065075173,1,STAR,kp4m,0.9266125920844452
2MASS J07231462+5727081,N,11,110.8116,57.4509,DESI-DR1,"[""2021-10-23 09:01:06.823"",""2021-10-23 09:01:06.823""]",57.4522,DESI,110.8109,2377502957764608,1,GALAXY,kp4m,4.8724297081819605
SDSS J073519.59+410850.4,N,10,113.8305,41.1468,BOSS-DR16,"[""2010-02-18 03:26:06"",""2010-02-18 03:26:06""]",41.147135,BOSS,113.83128,4125458425122672640,0,STAR,sloan25m,2.434237659335617
2MASSW J0740096+321203,N,14.5,115.04,32.2002,DESI-DR1,"[""2021-10-17 11:03:13.125"",""2021-10-17 11:03:13.125""]",32.20034332044904,DESI,115.0400058159645,39628526428623456,1,GALAXY,kp4m,0.5162577164681058
SDSS J074227.46+412620.8,N,10,115.6136,41.4379,BOSS-DR16,"[""2015-12-06 06:01:44"",""2015-12-06 06:01:44""]",41.438292,BOSS,115.61383,-9112951259063365632,1,STAR,sloan25m,1.5416836190086782
SDSS J074231.29+180816.5,N,10,115.6307,18.1376,BOSS-DR16,"[""2011-01-04 04:57:32"",""2011-01-04 04:57:32""]",18.137761,BOSS,115.63045,5057707951403585536,1,STAR,sloan25m,1.0331699719181013
SDSS J074434.60+320705.1,N,10,116.1443,32.1178,BOSS-DR16,"[""2016-12-26 06:46:57"",""2016-12-26 06:46:57""]",32.118067,BOSS,116.14422,-7902602530556456960,1,STAR,sloan25m,0.9916672663358217
SDSS J074515.08+254619.1,N,10,116.3129,25.7717,SDSS-DR16,"[""2002-02-09 00:00:00"",""2002-02-09 00:00:00""]",25.771983,SDSS,116.31282,965017755021502464,1,STAR,sloan25m,1.051293305602003
SDSS J074656.83+251019.0,N,10,116.7367,25.1717,DESI-DR1,"[""2022-02-18 03:29:17.233"",""2022-02-18 03:46:04.201""]",25.17188203274439,DESI,116.7367252075179,39628377937679561,1,STAR,kp4m,0.6604443685124699
SDSS J074756.31+394732.9,N,10,116.985,39.7921,SDSS-DR16,"[""2000-12-01 00:00:00"",""2000-12-01 00:00:00""]",39.792438,SDSS,116.9847,489847305155930112,0,STAR,sloan25m,1.472832577058519
SDSS J074838.61+174332.9,N,15,117.1606,17.7259,DESI-DR1,"[""2022-02-06 04:03:47.783"",""2022-02-06 04:03:47.783""]",17.7259,DESI,117.161,2253609894936576,1,GALAXY,kp4m,1.3716344861760887
SDSS J075004.93+330618.0,N,10,117.5197,33.1045,BOSS-DR16,"[""2016-12-26 06:46:57"",""2016-12-26 06:46:57""]",33.104848,BOSS,117.52041,-7902672899300634624,1,STAR,sloan25m,2.4806846524158503
SDSS J075054.74+445418.7,N,10,117.7272,44.9034,DESI-DR1,"[""2022-01-21 05:29:17.452"",""2022-01-21 05:29:17.452""]",44.90393401091458,DESI,117.7274874768264,39633165458867215,1,STAR,kp4m,2.057449824123702
SDSS J075256.70+173433.8,N,10,118.2362,17.576,SDSS-DR16,"[""2004-11-04 00:00:00"",""2004-11-04 00:00:00""]",17.576072,SDSS,118.23626,2161758113307322368,1,STAR,sloan25m,0.33103812162466095
SDSS J075259.43+413634.6,N,10,118.2475,41.6097,SDSS-DR16,"[""2000-12-01 00:00:00"",""2000-12-01 00:00:00""]",41.609616,SDSS,118.24762,489877816603600896,0,STAR,sloan25m,0.44246472589876873
2MASSI J0753321+291711,N,12,118.3833,29.286,BOSS-DR16,"[""2010-12-04 06:38:56"",""2010-12-04 06:38:56""]",29.286183,BOSS,118.38361,5013795655510151168,1,STAR,sloan25m,1.1753513281690768
2MASSI J0756252+124456,N,16,119.1054,12.7484,BOSS-DR16,"[""2011-01-05 08:05:24"",""2011-01-05 08:05:24""]",12.748705,BOSS,119.10538,5073504085254361088,1,STAR,sloan25m,1.1002434082659918
SDSS J075910.45+242712.5,N,10,119.7934,24.4523,BOSS-DR16,"[""2011-10-24 09:16:53"",""2011-10-24 09:16:53""]",24.452992,BOSS,119.79353,5027226745218289664,1,STAR,sloan25m,2.527364693783287
SDSS J080027.57+551134.1,N,11,120.1148,55.1924,DESI-DR1,"[""2021-11-20 09:37:41.423"",""2021-11-20 09:55:17.011""]",55.1925001247617,DESI,120.1148509597062,39633324766924167,1,GALAXY,kp4m,0.3753530045342403
SDSS J080048.13+465825.5,N,12,120.2006,46.9738,SDSS-DR16,"[""2000-12-06 00:00:00"",""2000-12-06 00:00:00""]",46.97375,SDSS,120.20052,493242047340242944,0,STAR,sloan25m,0.26649002373764136
SDSS J080054.27+241316.8,N,10,120.226,24.2211,BOSS-DR16,"[""2011-10-24 09:16:53"",""2011-10-24 09:16:53""]",24.221182,BOSS,120.22608,5027205304741548032,1,STAR,sloan25m,0.39512845286795734
SDSS J080159.52+480628.6,N,10,120.498,48.1081,BOSS-DR16,"[""2010-03-14 03:54:07"",""2010-03-14 03:54:07""]",48.108031,BOSS,120.49796,4151334881929220096,0,STAR,sloan25m,0.26636050909661463
SDSS J080255.75+332143.6,N,12,120.7327,33.3615,BOSS-DR16,"[""2010-10-18 10:08:45"",""2010-10-18 10:08:45""]",33.361906,BOSS,120.73244,4226633290164228096,1,STAR,sloan25m,1.6575361558321673
SDSS J080322.77+123845.3,N,12.5,120.8441,12.6452,SDSS-DR16,"[""2005-10-31 00:00:00"",""2005-10-31 00:00:00""]",12.645937,SDSS,120.84489,2550326353236879360,1,STAR,sloan25m,3.839292547104978
2MASS J08034469+0827000,lowg,5.7,120.9358,8.4488,DESI-DR1,"[""2021-12-11 08:37:25.813"",""2021-12-11 08:37:25.813""]",8.45,DESI,120.9362,2376537571590144,1,STAR,kp4m,4.548761439790009
ULAS J080441.05+182611.6,N,15,121.1705,18.4362,BOSS-DR16,"[""2011-11-01 09:54:35"",""2011-11-01 09:54:35""]",18.436669,BOSS,121.17124,5051976752093745152,1,QSO,sloan25m,3.039373379937792
SDSS J080519.69+492504.8,N,10,121.3318,49.4174,BOSS-DR16,"[""2014-12-01 08:09:18"",""2014-12-01 08:09:18""]",49.417988,BOSS,121.33208,8238282578320445440,1,STAR,sloan25m,2.2160420728714207
SDSS J080549.90+511312.6,N,11,121.4576,51.2198,BOSS-DR16,"[""2010-12-11 08:31:40"",""2010-12-11 08:31:40""]",51.220031,BOSS,121.45787,4165933652147195904,0,STAR,sloan25m,1.0306263125832151
SDSS J080550.06+533531.4,N,10,121.4584,53.5918,BOSS-DR16,"[""2010-12-26 04:48:38"",""2010-12-26 04:48:38""]",53.591766,BOSS,121.45857,5098259039646928896,0,STAR,sloan25m,0.38331088799519514
SDSS J080858.99+410741.0,N,12,122.2458,41.1279,SDSS-DR16,"[""2001-10-20 00:00:00"",""2001-10-20 00:00:00""]",41.128074,SDSS,122.24582,613772441457551360,0,STAR,sloan25m,0.6287433704014361
2MASS J08105865+1420390,N,8,122.7441,14.3434,DESI-DR1,"[""2022-03-09 02:46:17.413"",""2022-03-09 02:46:17.413""]",14.34355401227807,DESI,122.7441770469385,39628127839719018,1,STAR,kp4m,0.6161333757648784
SDSS J081253.19+372104.2,N,13,123.2218,37.3497,BOSS-DR16,"[""2010-03-12 02:17:09"",""2010-03-12 02:17:09""]",37.350796,BOSS,123.22174,4283135264862523392,1,STAR,sloan25m,3.9493344750521815
SDSS J081301.02+322807.9,N,13,123.2537,32.4687,BOSS-DR16,"[""2017-02-26 02:11:14"",""2017-02-26 02:11:14""]",32.468802,BOSS,123.25409,-7916144664429441024,1,STAR,sloan25m,1.2401426936836495
2MASS J08151407+1030117,N,7,123.8082,10.5036,DESI-DR1,"[""2022-01-22 06:08:17.968"",""2022-01-22 06:08:17.968""]",10.5032,DESI,123.8087,2376585319546880,1,STAR,kp4m,2.2816510203174665
SDSS J081556.74+452411.8,N,11,123.9857,45.4027,SDSS-DR16,"[""2000-11-29 00:00:00"",""2000-11-29 00:00:00""]",45.403289,SDSS,123.98642,494445462699403264,0,STAR,sloan25m,2.7942932663396087
